hour	min	sec	msec	pressure altitude	calibrated airspeed	mach	angle of attack	roll angle	sideslip angle	left flaperon position	right flaperon position	left horizontal tail position	right horizontal tail position	left rudder position	right rudder position	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	sensor 6	sensor 7	sensor 8	sensor 9	sensor 10	sensor 11	sensor 12	sensor 13	sensor 14	sensor 15	sensor 16	sensor 17	sensor 18	sensor 19	sensor 20	sensor 21	sensor 22	sensor 23	sensor 24	sensor 25	sensor 26	sensor 27	sensor 28
16	58	27	580	13.02252897512697	1024	0.7006992045860553	-9	-10	-9	2	-9	-1	6	8	-5	0.1969	0.21457	-0.0061	0.07801	-0.10841	-0.70213	0.16008	0.08629	0.15346	1.01523	0.18173	0.12449	0.23077	-0.40711	0.80826	0.11526	-0.05853	2.61434	0.18044	0.19245	0.04633	2.58908	-0.03598	-0.55932	-0.11448	-0.85522	0.41077	0.13423
16	58	27	582	14.324781872639667	1039	0.8377402754216248	-9	-4	-6	7	-6	-3	1	-7	-6	0.23591	0.16194	-0.01322	-0.00507	0.08308	0.67579	0.02938	0.20203	0.0752	1.0132	0.26701	0.27935	-1.50404	0.32183	0.84658	0.13158	-0.05954	2.65962	0.00304	0.22744	-0.03569	2.84135	-0.2804	-0.50169	-0.92256	-0.57912	0.18182	-0.52685
16	58	27	584	15.627034770152363	973	0.706342645579704	9	4	0	7	1	2	-5	3	-2	0.26811	0.04251	-0.05595	-0.03141	0.20669	0.83789	-0.48531	0.33706	0.02744	1.01218	0.20102	0.22773	-1.93333	1.37677	0.87439	0.25397	0.02759	2.51925	-0.36424	-0.16033	-0.07037	1.7613	-0.52357	0.32203	-0.08418	0.09091	0.60606	-0.62416
16	58	27	586	16.92928766766506	932	0.8054061041411709	-5	4	1	-2	-6	7	-3	5	9	0.27183	-0.06174	-0.14039	0.00304	0.08409	-0.30193	-0.2766	0.37157	0.04472	1.01117	0.08426	0.11032	-0.20445	1.19798	0.85214	0.1734	0.02248	2.07094	-0.49944	-0.51104	-0.1336	-0.17762	-0.70968	1.19192	0.61953	0.3165	1.08108	-0.29866
16	58	27	586	18.23154056517776	1084	0.803410393885826	9	-1	7	0	-6	5	-4	4	3	0.24644	-0.04858	-0.13733	0.04559	-0.04965	-0.85005	-0.01722	0.29746	0.02541	1.01015	0.05888	0.06073	1.21717	0.38985	0.76438	0.05304	-0.10394	1.03955	-0.31883	-0.38479	-0.21926	-1.37219	-0.79777	1.03367	-0.24579	0.30976	0.68013	-0.63087
16	58	27	588	19.533793462690454	1075	0.8863284241971598	-7	-7	-4	7	1	1	-8	6	8	0.213	0.01923	-0.06612	0.05471	-0.03647	-0.31611	0.08713	0.23046	-0.0315	1.00812	0.12284	-0.01119	1.20303	0.20508	0.61914	0.15708	-0.16549	-0.20377	-0.13924	-0.18137	-0.17847	-1.2333	-0.76799	0.09831	-1.52685	0.633	-0.22222	-1.40741
16	58	27	591	20.836046360203152	1021	0.7216201316521734	-3	8	-3	6	-4	-1	-8	-10	7	0.19938	0.01012	-0.0885	0.0618	-0.03951	0.27558	0.1773	0.22741	-0.04065	1.00812	0.15838	-0.10376	0.39777	-0.07919	0.43408	0.29477	-0.09284	-1.36895	-0.36928	-0.17035	-0.07955	-0.43903	-0.63027	-0.25424	-1.93624	0.88215	-0.44444	-1.34007
16	58	27	593	22.13829925771585	941	0.8010579535869575	-5	4	-1	-5	2	-9	0	-10	5	0.22353	-0.07996	-0.14344	0.09119	-0.11246	0.67173	-0.08004	0.20406	-0.00915	1.00914	0.14416	-0.0651	-0.3998	-0.42944	0.23346	0.30497	-0.05046	-2.02192	-0.92129	-0.06613	-0.10198	-0.29827	-0.41191	0.40678	-1.33221	0.7037	-0.07744	-0.38591
16	58	27	595	23.440552155228545	976	0.7187529469289637	2	-7	-9	7	7	9	-6	-10	-10	0.27864	-0.13259	-0.10783	0.06079	-0.05876	0.91185	-0.0304	0.11574	-0.0061	1.01117	0.11269	0.07085	-0.38563	-0.09645	0.04708	0.21827	-0.03633	-2.45571	-1.44438	0.11629	-0.17031	-0.91492	-0.16253	0.98305	-0.01684	0.44781	0.12795	0.13758
16	58	27	597	24.742805052741243	937	0.7017819694116834	6	6	-9	-9	-4	9	-9	4	4	0.33746	-0.09717	-0.04985	-0.05268	0.12969	0.36677	0.56839	0.02132	-0.05081	1.01117	0.03959	0.08907	0.16599	0.25888	-0.1009	0.07752	-0.00404	-3.03562	-1.7343	0.0247	-0.14176	-0.97189	0.05831	0.56271	0.86532	0.48485	0.21212	0.41611
16	58	27	599	26.04505795025394	1088	0.7934210956021863	-10	9	-3	8	-2	-5	9	0	-4	0.35975	-0.11032	-0.0234	-0.15603	0.1692	-0.49341	0.92401	-0.04772	-0.06199	1.01015	-0.03858	0.0415	0.79555	0.13299	-0.21174	0.01224	-0.02725	-2.71142	-1.54474	-0.20041	-0.07853	-0.57978	0.18486	-0.47119	0.92256	0.3771	0.30976	1.52862
16	58	27	601	27.347310847766636	1020	0.875131451091167	-9	-7	0	-3	-6	-2	-7	3	4	0.31084	-0.20344	-0.0061	-0.15502	0.03141	-0.6768	0.94529	-0.14518	-0.01931	1.00711	-0.03147	0.11336	1.07374	0.01117	-0.317	0.06018	-0.0888	-1.5379	-0.94866	-0.24951	-0.1183	-0.60995	0.18983	-1.09091	1.22819	0.0202	-0.15488	1.90572
16	58	27	603	28.649563745279334	964	0.8067989347025347	-10	5	7	-8	0	-2	6	5	-4	0.18328	-0.21457	0.02848	-0.08916	-0.03951	-0.74468	0.34853	-0.24772	-0.01016	1.00711	-0.00609	0.19433	0.27935	0.23046	-0.45942	0.22745	-0.15137	-0.26264	-0.60336	-0.21945	-0.20907	-1.43998	0.10546	-0.93559	1.74832	0.05051	-0.87205	0.65101
16	58	27	605	29.951816642792032	1079	0.8744515233351461	-4	0	3	5	2	-7	2	4	5	0.00248	-0.14372	0.09461	-0.09524	0.00101	-0.57548	-0.71226	-0.20508	-0.02439	1.00711	-0.05178	0.13664	-1.00909	0.4599	-0.66066	0.42839	-0.24118	0.17175	-0.88991	-0.33268	-0.19479	-2.05349	0.00868	-0.56949	1.13423	0.49158	-0.68687	-0.04362
16	58	27	607	31.254069540304727	961	0.8803632702059486	-9	2	-4	-2	-1	-6	-6	0	-2	-0.1808	-0.09413	0.11902	-0.15502	0.03141	0.58359	-0.70415	-0.11066	0.00508	1.00609	-0.12487	0.08097	-1.54242	0.10964	-0.90586	0.562	-0.33502	-0.16302	-1.24163	-0.39881	-0.10912	-1.24339	-0.0273	-0.22373	-0.30303	0.80135	0.30303	0.52349
16	58	27	608	32.55632243781743	1041	0.7202347796171391	-2	-5	6	-7	1	-10	3	0	6	-0.31579	-0.07692	0.07935	-0.19352	0.02128	1.42929	-0.22188	-0.13503	0.02236	1.00406	-0.16345	0.15587	-0.90385	-0.55228	-1.14858	0.74458	-0.37135	-0.50717	-1.02773	-0.26153	-0.1489	0.1261	0.02978	0.42373	-0.41077	0.79461	0.55892	0.40604
16	58	27	610	33.85857533533012	902	0.7112494302651001	-6	5	3	7	7	-2	-2	-9	-1	-0.3839	-0.10526	0.07833	-0.24519	0.00405	0.65653	-0.65653	-0.2264	-0.00305	1.00406	-0.16853	0.2419	0.05466	-0.50254	-1.33682	0.8017	-0.28053	-0.61132	-0.63767	-0.22546	-0.30085	0.33399	0.15261	0.7661	1.13423	0.44108	-0.31987	-0.50671
16	58	27	612	35.16082823284282	1054	0.7408955574451326	6	4	9	5	1	6	3	-8	-9	-0.40433	-0.13259	0.07935	-0.29787	-0.04154	-0.72847	-0.60081	-0.3066	-0.02134	1.00609	-0.18477	0.19636	0.45547	-0.21117	-1.44143	0.51305	-0.18467	-0.75623	-0.63666	-0.40382	-0.36612	-0.26811	0.28164	0.11525	1.54362	0.01684	-0.77778	-0.10738
16	58	27	614	36.46308113035552	1094	0.7189615963351105	2	-9	5	-4	0	3	-5	9	-5	-0.41858	-0.12753	0.04273	-0.28875	-0.08713	-0.75785	0.38197	-0.28223	-0.05589	1.00711	-0.23756	0.10425	0.53947	-0.66701	-1.45627	0.22643	-0.1665	-0.85585	-0.80717	-0.40182	-0.32227	-0.17762	0.36104	-0.61695	0.07071	-0.01684	-0.16162	0.93289
16	58	27	616	37.765334027868214	929	0.8245472858986354	4	-9	8	-3	-5	-8	-7	-1	-9	-0.46254	-0.14069	0.02848	-0.28571	-0.06687	0.36575	0.41439	-0.15939	-0.10061	1.00609	-0.25076	0.11842	0.68725	-1.06667	-1.38821	0.17646	-0.10293	-0.82868	-0.73756	-0.23648	-0.25904	0.39534	0.36104	-0.34915	-0.82492	-0.00337	0.35354	0.18456
16	58	27	618	39.06758692538091	1018	0.7773877319031691	-8	-6	-7	3	-10	1	3	-2	-5	-0.54241	-0.13259	0.0	-0.29889	-0.03141	0.28875	-0.58055	-0.10355	-0.09756	1.00305	-0.20711	0.19028	0.32794	-0.66396	-1.24394	0.1479	-0.03128	-0.34868	-0.61244	-0.27055	-0.19275	0.69525	0.29156	0.37627	-0.63973	-0.36364	0.36364	-1.24579
16	58	27	620	40.36983982289361	967	0.8444407784526875	-8	-1	8	-5	5	9	2	3	8	-0.6291	-0.07591	-0.06307	-0.20263	-0.1003	-0.71125	-1.01212	-0.16345	-0.0752	1.00203	-0.20406	0.21356	-0.34312	-0.09949	-1.0396	0.11118	-0.09788	0.77288	-0.70123	-0.33067	-0.10096	0.48054	0.18486	0.65763	-0.61279	-0.72054	0.52862	-0.88926
16	58	27	622	41.672092720406305	970	0.7662932372572221	-10	5	2	9	4	-7	8	1	-9	-0.67492	-0.04251	-0.08749	-0.05775	-0.21277	-0.7923	-0.84397	-0.24467	-0.0813	1.00203	-0.21624	0.15789	-0.5	0.16751	-0.81545	0.12444	-0.17054	1.07119	-0.80919	-0.04108	0.01511	0.51803	0.07444	0.36271	-1.07047	-0.49495	0.60269	0.14094
16	58	27	625	42.974345617919	1056	0.8252885646730069	-10	5	6	-5	-9	9	-1	0	-1	-0.64025	-0.02834	-0.10783	-0.04661	-0.22188	-0.34549	-0.64438	-0.2802	-0.11077	1.00102	-0.14822	0.10931	-0.50405	-0.08223	-0.64208	0.0816	-0.07165	-0.47547	-0.67399	0.27375	0.07453	1.20987	-0.03102	-0.29492	-0.79461	-0.07744	0.07407	-0.04362
16	58	27	627	44.2765985154317	1059	0.7952141661921608	2	-6	6	-3	-10	3	8	-5	-9	-0.5195	-0.0415	-0.16582	-0.13576	-0.19554	-0.58865	-0.09625	-0.2335	-0.15041	1.0	-0.06802	0.13968	-0.52328	-0.47513	-0.58573	0.05508	0.09299	-1.42831	-0.43386	0.14099	0.05842	1.62724	-0.13275	-0.7322	0.72391	-0.29966	-0.52525	-0.2953
16	58	27	627	45.578851412944395	990	0.7673541669573842	7	-10	9	6	-1	-2	1	2	-10	-0.34489	-0.11032	-0.21872	-0.16717	-0.22492	-0.56636	0.58359	-0.19086	-0.18191	1.0	-0.05178	0.14676	0.07996	-0.07919	-0.66437	0.14382	0.13591	-0.1766	-0.38845	-0.09219	0.0	0.82135	-0.22829	-0.50169	1.60403	-0.75758	-0.68013	0.37248
16	58	27	629	46.88110431045709	1026	0.8365160429237377	-9	1	1	3	-6	-6	8	9	-6	-0.17647	-0.14777	-0.22482	-0.10638	-0.19048	0.64539	0.66667	-0.20914	-0.2002	0.99899	-0.03756	0.09615	0.80466	0.62944	-0.82227	0.19277	0.02044	1.45085	-0.48834	-0.04509	-0.08873	-0.27816	-0.30397	0.02034	0.87542	-0.49832	-0.53535	0.31208
16	58	27	631	48.18335720796979	953	0.8894954380906199	7	-2	2	-10	-1	-4	-7	7	8	-0.06935	-0.16903	-0.22075	-0.05674	-0.06282	0.99797	0.22391	-0.20406	-0.20732	0.99798	-0.01015	0.12652	0.47166	0.27005	-0.96282	0.12444	-0.1221	1.32429	-0.29361	-0.00501	-0.15093	-0.38205	-0.34491	0.38644	-0.39394	-0.07071	-0.06061	-1.13468
16	58	27	633	49.485610105482486	946	0.8006113885247602	5	7	-9	7	5	3	2	-5	-8	-0.04706	-0.22672	-0.26246	-0.06079	0.01216	-0.47619	0.0	-0.1868	-0.21951	0.99596	-0.04061	0.21154	-0.63968	-0.03959	-1.00245	0.17951	-0.2331	0.32542	0.17943	-0.16634	-0.16317	-0.11395	-0.35236	0.54576	-1.18792	-0.38721	0.51852	-1.43098
16	58	27	635	50.78786300299518	951	0.8838682179000645	6	-2	-1	-3	-1	-10	-4	7	-2	-0.08421	-0.20344	-0.26551	-0.04559	-0.00912	-1.06869	0.00507	-0.21523	-0.24593	0.99596	-0.10761	0.13968	-0.99393	0.61421	-0.9071	0.39677	-0.27044	0.70056	0.45314	-0.26454	-0.1438	-0.60324	-0.34243	0.35254	-0.77441	-0.96633	0.60269	0.1745
16	58	27	637	52.09011590050788	1001	0.7188373795184505	-3	-3	1	3	0	2	-1	-7	-2	-0.1226	-0.083	-0.16073	0.00304	0.01114	0.10537	-0.33637	-0.20508	-0.24593	0.99596	-0.14924	0.02227	-0.20445	0.43147	-0.69967	0.44267	-0.13825	1.20226	0.37812	-0.11524	-0.03569	-1.17297	-0.34119	-0.28814	0.2862	-0.9899	0.14815	0.60067
16	58	27	639	53.39236879802058	994	0.7103284261232188	-6	-10	8	2	-6	0	-3	5	-9	-0.10588	-0.0334	-0.09359	0.02128	0.08105	0.7923	-0.66565	-0.18071	-0.18801	0.99596	-0.11168	0.13968	0.40688	-0.43858	-0.43589	0.24785	0.08482	0.03616	0.15206	0.18524	0.0836	-0.81773	-0.36104	-0.97288	0.55556	-0.67003	-0.40741	-0.25503
16	58	27	641	54.69462169553327	936	0.8541229392303855	-7	-8	-9	8	3	-5	-4	9	3	-0.01981	-0.09109	-0.08138	0.00709	0.04154	0.00608	-0.30091	-0.23655	-0.12195	0.99596	-0.03858	0.30263	0.3583	-0.26599	-0.18202	-0.01492	0.14613	-1.20457	-0.13217	0.37357	0.10072	-0.27481	-0.40571	-1.07071	0.43434	-0.65993	-0.47811	0.0906
16	58	27	644	55.99687459304597	948	0.7530336752161723	-2	3	5	2	-7	6	9	8	1	0.10217	-0.11842	0.01322	0.01013	-0.0537	-0.2462	0.42553	-0.25888	-0.08435	0.99494	-0.07411	0.1913	0.21964	0.1066	0.00374	-0.25864	0.10526	-1.31872	-0.27747	0.23155	0.10576	-0.20443	-0.46154	-0.34237	0.62626	-0.73737	0.0101	0.76846
16	58	27	646	57.29912749055867	976	0.8464551005414137	6	7	6	1	0	-6	1	-8	5	0.19505	-0.06073	0.12818	-0.02026	-0.02837	0.56028	0.8926	-0.25482	-0.01321	0.99292	-0.20305	0.03138	0.05567	-0.2203	0.08733	-0.30241	0.16044	-1.11396	-0.02724	0.03293	0.12489	0.20789	-0.50744	0.52542	0.67677	-0.07744	0.60943	-0.14765
16	58	27	648	58.60138038807136	1010	0.8130702449577414	-3	9	0	0	3	6	-5	-4	-1	0.2031	-0.01822	0.11801	-0.10233	0.0385	0.41135	1.06869	-0.29137	0.0935	0.99191	-0.23756	0.11741	-0.56073	-0.53299	0.06752	-0.0577	0.22788	-0.67925	0.43084	0.0813	0.10173	0.94063	-0.51861	0.65424	-0.0202	0.52862	0.69697	-1.19192
16	58	27	650	59.903633285584064	903	0.7407390358448465	-1	-10	-10	-1	7	-1	-9	0	-5	0.10774	-0.03138	0.06104	-0.12969	0.03749	-0.36677	0.75177	-0.25381	0.09146	0.9909	-0.18579	0.2247	-1.03333	-0.54924	-0.0235	0.11016	0.13285	-0.15396	0.49572	0.16363	0.05137	0.65094	-0.48387	0.0678	-0.99327	-0.0202	-0.10101	-0.42953
16	58	27	652	61.20588618309676	1055	0.7283718029658948	-1	0	-1	-9	-5	5	9	-1	-8	-0.06749	-0.0081	0.08444	-0.09929	0.03749	-0.08308	-0.2462	-0.14315	0.00508	0.98989	-0.16954	0.11032	-0.27834	-0.26904	-0.12505	0.0663	-0.0555	-0.12226	0.24026	0.0988	0.00504	-0.67362	-0.40571	-0.54915	-0.93603	-0.49832	-1.0	0.54698
16	58	27	654	62.50813908060945	966	0.8826161583401371	-2	8	4	8	-5	-9	3	5	7	-0.26316	0.05061	0.13225	-0.08105	0.05674	0.04559	-0.84498	-0.05381	0.0122	0.98989	-0.15736	0.00202	0.79656	-0.23655	-0.18016	0.0714	-0.11403	-0.88755	0.21795	0.04837	0.06446	-1.34847	-0.28536	-0.28814	-0.11785	0.20202	-0.81481	0.07047
16	58	27	656	63.810391978122155	1039	0.839894601097581	-4	3	7	-2	2	2	-3	-2	0	-0.41734	0.0749	0.10173	-0.05674	-0.0304	-0.84904	-0.51672	0.05178	0.05081	0.98787	-0.10355	0.10425	0.65789	-0.75736	-0.1684	0.13668	-0.0222	-1.70228	0.46632	0.0885	0.17525	-0.20108	-0.13524	0.72542	0.58249	0.9899	0.22222	0.00336
16	58	27	658	65.11264487563486	914	0.7620602304140813	9	-5	0	6	-5	3	-1	-1	-7	-0.48793	0.07591	0.06307	-0.03546	-0.18946	-1.03232	-0.47112	0.11066	0.02541	0.98686	-0.04162	0.21053	0.23381	-0.64873	-0.11391	0.0918	0.02146	-1.35982	0.76131	0.05866	0.15309	0.83498	0.01365	0.92203	0.94949	0.76431	1.11486	0.94631
16	58	27	660	66.41489777314754	1091	0.8102241505324349	8	5	8	9	3	-9	-2	-7	1	-0.47059	0.07996	0.0885	-0.0689	-0.18338	0.3536	-0.78116	0.01421	0.0376	0.98686	-0.00609	0.13866	0.15992	-0.00102	-0.05756	0.06834	0.01942	-0.43472	0.95697	0.03808	0.03022	0.02726	0.11663	0.04407	0.6229	0.367	1.00676	0.63087
16	58	27	661	67.71715067066025	1064	0.8242349285779328	-8	-2	8	-8	2	-7	6	-8	-7	-0.39505	0.07287	0.07121	-0.12665	-0.0304	1.25253	-0.75076	-0.05787	0.0874	0.98787	0.01726	0.06579	-0.57591	0.01015	-0.02412	0.10302	0.05007	-0.01811	0.82923	0.23876	-0.04487	-0.66022	0.14268	-0.52542	-0.38384	0.71044	-0.09091	-0.76174
16	58	27	663	69.01940356817295	983	0.7556526672676748	-2	-7	-7	-1	-4	7	7	-9	6	-0.30279	0.05364	-0.03967	-0.16211	-0.01317	0.76089	-0.43364	0.07716	0.08537	0.98989	0.07411	0.19028	-1.49091	-0.07107	0.00064	0.10404	0.08073	0.48814	0.46328	0.38798	0.00604	0.51803	0.09677	-0.44068	-0.94613	1.09797	-1.16892	-0.72483
16	58	27	665	70.32165646568563	925	0.861081472846762	5	-8	3	-10	1	-9	-10	-8	-8	-0.22539	0.03947	-0.13632	-0.14691	-0.1074	-0.22796	-0.05978	0.27817	0.05183	0.9909	0.14112	0.31883	-0.65992	0.37868	0.05885	0.04284	0.12978	1.55932	0.30108	0.16981	0.17223	1.93557	0.02357	-0.25424	-0.20875	0.92593	-1.15541	0.86577
16	58	27	667	71.62390936319834	1075	0.8468578709972011	8	-3	6	-3	8	-9	8	-2	-6	-0.1678	0.05061	-0.1648	-0.05674	-0.07396	-1.3596	0.04661	0.37563	0.02541	0.99596	0.10457	0.19636	1.40606	0.58477	0.18516	-0.05073	0.20336	2.51925	0.51599	-0.02706	0.32532	1.892	-0.01117	-0.05424	0.62963	0.91246	0.02357	1.29966
16	58	27	669	72.92616226071104	931	0.8210436234138296	7	4	-8	7	0	-5	-5	-10	6	-0.11455	0.04656	-0.15666	0.05674	-0.03546	-1.62727	-0.07599	0.38985	0.02947	1.0	0.03858	0.0081	1.58283	0.45076	0.36783	-0.11738	0.26467	2.29736	0.87891	0.13482	0.38475	0.72933	0.0397	0.12203	0.62963	1.19595	0.90572	0.05705
16	58	27	671	74.22841515822373	902	0.7413881985664903	-6	8	7	-6	9	4	-10	5	-9	-0.04272	0.01721	-0.16378	0.13475	-0.15299	0.03141	0.01824	0.35127	0.04065	1.00102	0.07208	0.04352	-0.6751	0.20812	0.54182	-0.22482	0.31474	0.95367	1.15363	0.35711	0.33439	0.27946	0.16749	0.09492	0.75421	1.15203	0.51852	-0.20805
16	58	27	673	75.53066805573643	937	0.7942939838676619	-5	0	-6	7	-1	8	-9	8	3	0.06006	0.0253	-0.18311	0.17021	-0.16109	1.5404	0.35765	0.32386	0.02236	1.0	0.11777	0.13765	-1.79899	-0.08832	0.62717	-0.39094	0.34336	0.01356	1.12525	0.45693	0.21755	0.7157	0.31141	0.11864	1.50336	0.80135	-0.30976	0.8557
16	58	27	675	76.83292095324913	968	0.7427380847868281	-7	-1	-10	6	6	5	3	-7	8	0.18762	0.0253	-0.1353	0.13779	0.03951	0.99088	0.56332	0.34315	0.04167	0.99899	0.09746	0.03745	-0.60729	-0.19391	0.58638	-0.42277	0.37299	-0.24906	0.69846	0.46311	0.17223	0.59982	0.39826	0.25085	1.58725	0.63636	-0.68687	0.85906
16	58	27	677	78.13517385076182	981	0.85773313782142	-3	3	9	-5	-6	-7	-2	5	-5	0.31641	-0.02024	-0.06002	0.09625	0.09524	-0.49848	0.49139	0.25584	0.10976	0.99697	0.06701	-0.06917	0.57794	-0.25888	0.45142	-0.31136	0.3362	-0.25358	0.23417	0.34579	0.23468	0.47031	0.37593	0.02712	0.45118	0.54882	-0.3266	-0.00671
16	58	27	678	79.43742674827452	1048	0.7383429866740664	6	5	-4	3	-3	-1	3	-3	6	0.41053	-0.06377	-0.03459	0.12259	-0.0385	-1.1303	0.34245	0.12995	0.09248	0.99596	0.09645	0.05972	0.97368	-0.23452	0.30715	-0.19199	0.14715	-0.52981	0.42171	0.29021	0.21957	0.89291	0.24566	-0.26441	-0.7138	0.33333	0.41414	0.21812
16	58	27	680	80.73967964578722	967	0.8813167095518547	7	9	7	5	-4	5	4	-2	7	0.43839	-0.08907	-0.03052	0.11348	-0.02229	-0.82877	0.47214	0.13299	0.01524	0.99596	0.16954	0.20142	1.19798	0.12995	0.23408	-0.10743	0.00818	-1.05962	1.08976	0.38181	0.06446	0.43964	0.05583	-0.27458	-1.00336	0.52862	0.49158	0.75503
16	58	27	682	82.04193254329991	924	0.8658524323132603	2	4	0	1	0	-7	-7	-6	7	0.38885	-0.06275	-0.04883	0.04255	0.11854	-0.35765	0.66667	0.16447	0.02033	0.99494	0.16751	0.11842	0.85324	0.41929	0.26752	-0.14723	0.09095	-1.25023	1.32495	0.3355	-0.00918	-1.2739	-0.11911	-0.24746	-0.76431	1.04392	-0.16835	0.27181
16	58	27	684	83.34418544081261	1088	0.7442526400832606	-9	-9	2	6	9	-1	-5	0	-9	0.27554	0.00304	-0.04476	0.02026	0.10942	0.45491	0.21277	0.11371	0.06402	0.99393	0.04467	0.01518	-0.1832	0.41015	0.3864	-0.29346	0.21562	-0.76981	1.01475	0.11217	0.13396	-2.00604	-0.19851	-0.01695	-0.50168	0.86869	-0.56566	0.04027
16	58	27	686	84.64643833832531	1017	0.8155475597585808	-7	7	-3	-6	5	4	4	6	5	0.13437	0.02024	0.0234	0.03445	0.05167	1.53939	-0.08916	0.01015	0.05488	0.99596	-0.05076	0.04656	-0.67308	0.46802	0.54492	-0.31733	0.28818	-0.10415	0.84039	0.06792	0.28705	-0.52616	-0.14268	0.47797	0.08754	0.08754	-0.44781	0.98993
